speed_m_per_s,direct_B_training,predicted_progeny_training,truncated_predicted_progeny_training,measured_progeny_held_out,held_out_relative_error,truncated_held_out_relative_error,mean_g_seconds_per_traversal,mean_paired_severity_loss_seconds,mean_paired_traversal_loss,mean_treated_traversal_rate_per_s,mean_control_traversal_rate_per_s,mean_attributable_rate_loss_per_s,treated_rate_change_from_previous_speed,stopping_headway_margin_m,boundary_censored_phi_training,boundary_infinite_prediction_training,boundary_finite_prediction_training,unique_robots_per_primary_held_out,boundary_infinite_held_out_relative_error,boundary_finite_held_out_relative_error,training_resolved_cascades,training_fleet_saturated_cascades,finite_chain_boundary_identity,finite_chain_validation_status,robot_count,rollouts
0.6,0.4,1.6666666666666667,1.6666666483414732,2.0,0.16666666666666663,0.16666667582926342,0.09536479575591598,4.154228043164694,0.04154228043161951,0.1996538143297428,0.2000000000000063,0.0003461856702634848,,1.7360000000000002,0.4,1.6666666666666667,1.666666648341473,2.0,0.16666666666666663,0.16666667582926353,6,0,False,eligible_for_held_out_prediction,20,12
0.8,0.625,2.6666666666666665,2.666446085169986,2.3333333333333335,0.1428571428571427,0.14276260792999385,0.07330828037875352,6.151519298418496,0.08202025731203368,0.2659831645224147,0.2666666666666817,0.0006835021442669342,0.06632935019267192,1.5946666666666667,0.625,2.6666666666666665,2.666446085169986,2.3333333333333335,0.1428571428571427,0.14276260792999385,6,0,False,eligible_for_held_out_prediction,20,12
1.0,0.7142857142857143,3.5,3.4958168125028894,2.8333333333333335,0.23529411764705876,0.2338176985304315,0.059609807864122046,7.877499244704523,0.13129165407837498,0.3322392362159949,0.3333333333333145,0.0010940971173197163,0.06625607169358017,1.4266666666666667,0.7142857142857143,3.5,3.495816812502891,2.8333333333333335,0.23529411764705876,0.23381769853043197,6,0,False,eligible_for_held_out_prediction,20,12
1.2,0.75,4.0,3.987315152244264,5.0,0.2,0.2025369695511472,0.04512226653935758,10.11384288216594,0.20227685764326084,0.3983143595196521,0.4000000000000126,0.0016856404803604758,0.06607512330365722,1.232,0.75,4.0,3.987315152244264,5.0,0.2,0.2025369695511472,6,0,False,eligible_for_held_out_prediction,20,12
1.4,0.8666666666666667,7.500000000000002,7.071349703551489,6.5,0.15384615384615413,0.08789995439253673,0.04273641339833542,17.39221708480625,0.40581839864546193,0.46328484667795183,0.46666666666666407,0.0033818199887122036,0.06497048715829973,1.0106666666666668,0.8666666666666667,7.500000000000002,7.071349703551487,6.5,0.15384615384615413,0.08789995439253645,6,0,False,eligible_for_held_out_prediction,20,12
1.5,0.8909090909090909,9.166666666666664,8.257006348987757,10.333333333333334,0.11290322580645189,0.2009348694527978,0.04691299359284925,28.21209652593879,0.7053024131487127,0.4941224798904442,0.5000000000000168,0.005877520109572566,0.030837633212492388,0.8900000000000001,0.8909090909090909,9.166666666666664,8.257006348987757,10.333333333333334,0.11290322580645189,0.2009348694527978,6,0,False,eligible_for_held_out_prediction,20,12
1.6,0.9178082191780822,12.166666666666668,9.977844585227906,10.833333333333334,0.12307692307692313,0.0789681921328087,0.04206691918708286,32.41669845175341,0.8644452920464261,0.5261296225663098,0.5333333333333634,0.007203710767053534,0.032007142675865574,0.7626666666666666,0.9178082191780822,12.166666666666668,9.977844585227905,10.833333333333334,0.12307692307692313,0.07896819213280887,6,0,False,eligible_for_held_out_prediction,20,12
1.8,0.944954128440367,18.166666666666664,12.312167037231402,17.333333333333332,0.04807692307692301,0.2896826709289575,0.034792635310419116,45.977670178849216,1.3793301053663407,0.5885055824553012,0.6000000000000207,0.011494417544719462,0.06237595988899136,0.488,0.9809523809523809,52.49999999999988,16.763022714602204,17.333333333333332,2.028846153846147,0.0329025356960266,2,4,False,eligible_for_held_out_prediction,20,12
2.0,0.95,19.999999999999982,12.830281551829147,20.0,8.881784197001252e-16,0.35848592240854266,0.055169184545768885,88.27286684933733,2.9424288949764823,0.6421464258751587,0.666666666666629,0.02452024079147051,0.05364084341985753,0.18666666666666654,1.0,,20.0,20.0,,0.0,0,6,True,descriptive_not_predictive,20,12
