dimensionless_burden_g_over_T0,R_at_fold
8.667138797389224,0.5136458176246823
8.951664721378302,0.5132344490635685
9.24553109823358,0.5128348435137294
9.549044557518078,0.5124467017213388
9.862521794868783,0.5120697299041544
10.186289902446886,0.5117036397789845
10.520686710236228,0.5113481485797007
10.86606113854598,0.5110029790663404
11.222773562085072,0.5106678595258295
11.591196185988856,0.5103425237648384
11.971713434189681,0.5100267110952761
12.36472235053715,0.5097201663129056
12.770633013086448,0.5094226396695517
13.189868961986692,0.5091338868393559
13.622867641416468,0.5088536688795147
14.070080856026864,0.5085817521859235
14.531975242368954,0.5083179084441293
15.009032755797366,0.50806191457598
15.501751173357688,0.5078135526823422
16.010644613183178,0.5075726099822377
16.536244070941823,0.5073388787487436
17.079097973894267,0.5071121562419684
17.639772753140452,0.5068922446394175
18.218853434651688,0.5066789509640346
18.816944249705557,0.5064720870101925
19.43466926536022,0.5062714692678967
20.072673035625684,0.5060769188454428
20.731621274012312,0.5058882613907646
21.412201548157316,0.5057053270116835
22.115123997254887,0.5055279501952701
22.841122073038257,0.5053559697265052
23.590953305086337,0.5051892286064235
24.36540009125466,0.5050275739699028
25.16527051405394,0.5048708570032613
25.99139918382933,0.5047189328618016
26.84464810961965,0.5045716605874436
27.72590759860481,0.5044289030265652
28.63609718508116,0.5042905267481705
29.576166589932566,0.5041564019624921
30.547096711599682,0.5040264024401225
31.549900649580884,0.5039004054317685
32.58562476153223,0.5037782915887086
33.655349755070944,0.5036599448840285
34.76019181541981,0.503545252534704
35.90130377007068,0.5034341049245905
37.07987629168172,0.5033263955283769
38.297139140462846,0.5032220208365509
39.55436244734702,0.5031208802814222
40.85285803928566,0.5030228761642399
42.19398080805024,0.502927913583439
43.5791301239703,0.5028359003640469
45.00975129608051,0.5027467469882718
46.487337080202565,0.5026603665272978
48.01342923653455,0.502576674574301
49.58962013837212,0.5024955891787032
51.21755443364241,0.5024170307816718
52.898930760981564,0.5023409221528758
54.63550352214876,0.5022671883285014
56.429084712625425,0.5021957565505298
58.281545812308394,0.5021265562072795
60.19481973827274,0.5020595187752073
62.17090286163833,0.5019945777619671
64.21185709064758,0.5019316686507201
66.31981202212675,0.5018707288456874
68.49696716357454,0.5018116976189372
70.74559422819878,0.5017545160583954
73.06803950529508,0.5016991270170699
75.46672630843887,0.5016454750634713
77.94415750404951,0.501593506433222
80.5029181229599,0.5015431689818324
83.14567805772064,0.5014944121386351
85.8751948484518,0.5014471868618556
88.69431656014704,0.5014014455948052
91.60598475443709,0.5013571422231766
94.61323755890778,0.5013142320334275
97.71921283717997,0.5012726716722299
100.92715146305719,0.5012324191069681
104.24040070215558,0.501193433587268
107.66241770454933,0.501155675607534
111.19677311207,0.5011191068704793
114.8471547840289,0.5010836902516262
118.61737164524791,0.5010493897647583
122.51135766041178,0.5010161705283048
126.53317593889429,0.5009839987326372
130.68702297433475,0.500952841608259
134.97723302339418,0.5009226673948676
139.40828262825787,0.5008934453112716
143.98479528760095,0.5008651455261405
148.71154628089536,0.5008377391295717
153.59346765108987,0.5008111981054526
158.63565335085897,0.5007854953045993
163.84336455779848,0.5007606044186564
169.2220351641039,0.5007364999547361
174.77727744646808,0.5007131572107787
180.514887922111,0.5006905522516192
186.44085339704853,0.5006686618857402
192.56135721291986,0.5006474636426943
198.88278569888118,0.5006269357511787
205.41173483530642,0.5006070571177459
212.15501713624525,0.500587807306134
219.11966875781474,0.500569166517199
226.31295683995296,0.5005511155694354
233.74238708918173,0.5005336358800683
241.41571161030177,0.5005167094467006
249.34093699518803,0.5005003188295034
257.52633267711985,0.5004844471339324
265.98043955937584,0.5004690779939563
274.71207892708145,0.5004541955557842
283.73036165162114,0.500439784462078
293.0446976972144,0.5004258298366352
302.66480593956953,0.5004123172695306
312.60072430687035,0.5003992328027032
322.86282025367336,0.5003865629159759
333.46180157863625,0.5003742945134962
344.4087275973823,0.5003624149105852
355.71502068213897,0.5003509118209843
367.39247818020743,0.5003397733444872
379.4532847236942,0.5003289879549467
391.9100249433402,0.5003185444886463
404.7756965997322,0.5003084321330244
418.0637241455762,0.5002986404157412
431.78797273320214,0.5002891591940811
445.96276268190957,0.5002799786446761
460.60288442023983,0.5002710892535445
475.72361391878894,0.500262481806435
491.34072862963666,0.5002541473794652
507.4705239490466,0.5002460773300491
524.1298302206062,0.500238263288102
541.3360302965375,0.5002306971475156
559.1070776755292,0.5002233710578975
577.4615152359826,0.5002162774165628
596.418494584246,0.5002094088607744
615.9977960380169,0.5002027582602221
636.2198492657495,0.500196318709735
657.105754603627,0.5001900835222179
678.6773050723302,0.5001840462218083
700.9570091165617,0.5001782005372435
723.9681140910877,0.5001725403954347
747.7346305177596,0.5001670599152408
772.2813571388642,0.5001617534014341
797.6339067929281,0.5001566153388551
823.8187331399602,0.5001516403867484
850.8631582640581,0.5001468233732752
878.7954011821329,0.500142159290196
907.6446072885357,0.5001376432877205
937.4408787663,0.500133270669517
968.2153059967076,0.5001290368878776
1000.0,0.5001249375390352
