arrival_rate_over_lambda_sn,density_over_n_sn,branch,fixed_point_slope
0.33845484949832777,1.3507600004103,unstable,24.609456834952137
0.34179598662207356,0.25314585594378447,stable,0.04122116019834771
0.34179598662207356,1.3501938846590302,unstable,24.259385111632437
0.3451371237458194,0.2557281455631985,stable,0.041812621367979204
0.3451371237458194,1.349625098894424,unstable,23.91622355363304
0.3484782608695652,0.2583131283364109,stable,0.04240922894926831
0.3484782608695652,1.3490536199760197,unstable,23.579773195033532
0.351819397993311,0.2609008277123107,stable,0.043011043822440816
0.351819397993311,1.348479424454928,unstable,23.249842624797353
0.35516053511705686,0.2634912674538723,stable,0.043618127836702825
0.35516053511705686,1.3479024885681745,unstable,22.92624763134725
0.35850167224080265,0.26608447164394694,stable,0.044230543830096974
0.35850167224080265,1.3473227882329077,unstable,22.608810867017716
0.3618428093645485,0.268680464691192,stable,0.04484835564986209
0.3618428093645485,1.3467402990404709,unstable,22.2973615310927
0.3651839464882943,0.27127927133614027,stable,0.04547162817331188
0.3651839464882943,1.3461549962503303,unstable,21.991735070241226
0.3685250836120401,0.27388091665741565,stable,0.04610042732924844
0.3685250836120401,1.3455668547838633,unstable,21.6917728952494
0.37186622073578596,0.2764854260780967,stable,0.04673482011992677
0.37186622073578596,1.3449758492179904,unstable,21.397322113017676
0.37520735785953174,0.2790928253722351,stable,0.04737487464358791
0.37520735785953174,1.3443819537786599,unstable,21.108235272878954
0.3785484949832776,0.28170314067153196,stable,0.048020660117577524
0.3785484949832776,1.343785142334171,unstable,20.82437012634808
0.38188963210702337,0.28431639847217705,stable,0.04867224690206908
0.38188963210702337,1.3431853883883338,unstable,20.545589399479365
0.3852307692307692,0.28693262564185595,stable,0.04932970652440996
0.3852307692307692,1.3425826650734634,unstable,20.27176057707084
0.38857190635451505,0.28955184942693063,stable,0.04999311170411034
0.38857190635451505,1.3419769451431967,unstable,20.00275569799702
0.39191304347826084,0.292174097459797,stable,0.05066253637849532
0.39191304347826084,1.341368200965138,unstable,19.73845116101342
0.3952541806020067,0.29479939776642805,stable,0.051338055729041446
0.3952541806020067,1.3407564045133153,unstable,19.47872754040262
0.3985953177257525,0.29742777877410365,stable,0.05201974620841924
0.3985953177257525,1.3401415273604478,unstable,19.223469410893706
0.4019364548494983,0.30005926931933724,stable,0.05270768556826478
0.4019364548494983,1.339523540670022,unstable,18.972565181311953
0.40527759197324414,0.3026938986560033,stable,0.05340195288770417
0.40527759197324414,1.338902415188164,unstable,18.72590693645304
0.40861872909698993,0.3053316964636712,stable,0.054102628602654586
0.40861872909698993,1.338278121235304,unstable,18.483390286713853
0.41195986622073577,0.3079726928561535,stable,0.05480979453592822
0.41195986622073577,1.3376506286976302,unstable,18.244914225038706
0.4153010033444816,0.31061691839027517,stable,0.055523533928165156
0.4153010033444816,1.3370199070183164,unstable,18.010380990766443
0.4186421404682274,0.31326440407486905,stable,0.05624393146962235
0.4186421404682274,1.3363859251885304,unstable,17.779695939998437
0.42198327759197324,0.31591518138000685,stable,0.05697107333284783
0.42198327759197324,1.3357486517382007,unstable,17.552767422119533
0.425324414715719,0.31856928224647263,stable,0.05770504720626917
0.425324414715719,1.335108054726543,unstable,17.3295066621374
0.42866555183946486,0.3212267390954851,stable,0.05844594232872732
0.42866555183946486,1.3344641017323386,unstable,17.109827648522405
0.4320066889632107,0.3238875848386796,stable,0.059193849524987685
0.4320066889632107,1.333816759843952,unstable,16.893647026248285
0.4353478260869565,0.3265518528883543,stable,0.0599488612422615
0.4353478260869565,1.3331659956490856,unstable,16.68088399475782
0.43868896321070233,0.3292195771679944,stable,0.060711071587772836
0.43868896321070233,1.3325117752242537,unstable,16.471460210585445
0.4420301003344481,0.33189079212307837,stable,0.06148057636740605
0.4420301003344481,1.3318540641239776,unstable,16.26529969439509
0.44537123745819396,0.3345655327321787,stable,0.06225747312547215
0.44537123745819396,1.3311928273696854,unstable,16.06232874219981
0.4487123745819398,0.33724383451836615,stable,0.06304186118563253
0.4487123745819398,1.3305280294383057,unstable,15.862475840543558
0.4520535117056856,0.3399257335609274,stable,0.06383384169302045
0.4520535117056856,1.3298596342505524,unstable,15.665671585442595
0.4553946488294314,0.342611266507407,stable,0.06463351765760314
0.4553946488294314,1.3291876051588811,unstable,15.471848604891273
0.4587357859531772,0.345300470585985,stable,0.06544099399882775
0.4587357859531772,1.3285119049351113,unstable,15.280941484750636
0.46207692307692305,0.3479933836182005,stable,0.06625637759159737
0.46207692307692305,1.3278324957577037,unstable,15.092886697850764
0.4654180602006689,0.35069004403203374,stable,0.06707977731362444
0.4654180602006689,1.3271493391986784,unstable,14.907622536142277
0.4687591973244147,0.3533904908753599,stable,0.06791130409421184
0.4687591973244147,1.3264623962101605,unstable,14.725089045746001
0.4721003344481605,0.3560947638297869,stable,0.06875107096451302
0.4721003344481605,1.3257716271105415,unstable,14.545227964756625
0.47544147157190636,0.3588029032248889,stable,0.06959919310932516
0.47544147157190636,1.3250769915702476,unstable,14.367982663667068
0.47878260869565215,0.36151495005285267,stable,0.07045578792047186
0.47878260869565215,1.3243784485970918,unstable,14.19329808828149
0.482123745819398,0.36423094598355,stable,0.0713209750518344
0.482123745819398,1.3236759565212026,unstable,14.021120704999145
0.48546488294314377,0.36695093338004947,stable,0.07219487647609206
0.48546488294314377,1.3229694729795112,unstable,13.851398448353407
