sweep,condition_value,speed_m_per_s,robot_count,replication,split,causal_events,primary_events,unique_causal_robots,censored_causal_events,treated_traversal_rate_per_s,control_traversal_rate_per_s,attributable_rate_loss_per_s,attributable_severity_s,traversal_loss,collision_count,crossing_violation_count
speed,0.8,0.8,20,6,validation,2,1,2,0,0.2660458604939403,0.2666666666666817,0.000620806172741406,5.587255554682702,0.07449674072896784,0,0
speed,0.8,0.8,20,7,validation,1,1,1,0,0.2665371423517409,0.2666666666666817,0.00012952431494078764,1.165718834466857,0.01554291779289656,0,0
speed,0.8,0.8,20,8,validation,2,1,2,0,0.26635092674525884,0.2666666666666817,0.000315739921422864,2.8416592928169337,0.037888790570746046,0,0
speed,0.8,0.8,20,9,validation,3,1,3,0,0.2655474094200805,0.2666666666666817,0.001119257246601224,10.073315219431715,0.13431086959214938,0,0
speed,0.8,0.8,20,10,validation,3,1,3,0,0.2656771982797844,0.2666666666666817,0.0009894683868972853,8.905215482097052,0.11873620642767667,0,0
speed,0.8,0.8,20,11,validation,3,1,3,0,0.26592075833535456,0.2666666666666817,0.0007459083313271497,6.713174981966187,0.08950899975926016,0,0
speed,1.0,1.0,20,0,training,3,1,3,0,0.3322273901469359,0.33333333333331455,0.0011059431863786329,7.962790941928702,0.1327131823654457,0,0
speed,1.0,1.0,20,1,training,4,1,4,0,0.33200829197293885,0.33333333333331455,0.0013250413603757005,9.540297794707907,0.15900496324509703,0,0
speed,1.0,1.0,20,2,training,3,1,3,0,0.3324054845693286,0.33333333333331455,0.000927848763985939,6.680511100701402,0.1113418516783239,0,0
speed,1.0,1.0,20,3,training,5,1,5,0,0.33093905003829593,0.33333333333331455,0.0023942832950186177,17.23883972413906,0.2873139954022491,0,0
speed,1.0,1.0,20,4,training,3,1,3,0,0.33220861700768844,0.33333333333331455,0.0011247163256261072,8.097957544510244,0.13496595907513817,0,0
speed,1.0,1.0,20,5,training,3,1,3,0,0.3321848693406411,0.33333333333331455,0.001148463992673432,8.268940747250829,0.13781567912081413,0,0
speed,1.0,1.0,20,6,validation,2,1,2,0,0.33290389954121624,0.33333333333331455,0.00042943379209831045,3.0919233031096307,0.05153205505180765,0,0
speed,1.0,1.0,20,7,validation,3,1,3,0,0.3323996838944456,0.33333333333331455,0.0009336494388689776,6.72227595985875,0.11203793266428073,0,0
speed,1.0,1.0,20,8,validation,3,1,3,0,0.3324097761069139,0.33333333333331455,0.0009235572264006398,6.649612030087347,0.11082686716809059,0,0
speed,1.0,1.0,20,9,validation,4,1,4,0,0.3318377239123788,0.33333333333331455,0.0014956094209357396,10.768387830740027,0.17947313051229444,0,0
speed,1.0,1.0,20,10,validation,2,1,2,0,0.3328507869317072,0.33333333333331455,0.0004825464016073311,3.474334091574292,0.05790556819288544,0,0
