profile,map,fleet_size,target_route_length_m,total_arrival_rate_per_s,replication,duration_s,treated_throughput_per_s,control_throughput_per_s,completion_loss,causal_events,primary_events,x_primary_fleet,x_total_fleet,x_primary_fleet_post_warmup,x_total_fleet_post_warmup,mean_work_in_process,realized_density_robots_per_m,mean_lane_headway_m,nominal_T0_s,max_abs_yaw_rate,max_abs_yaw_acceleration,max_lateral_acceleration,max_abs_wheel_speed,collision_count,conflict_violation_count,disturbance_violation_count
quick,two_to_one_merge,200,200.0,1.0,0,213.35000000000002,0.10816462656162679,0.1370085269780606,4,0,0,0.0,0.0,0.0,0.0,103.42857142857143,0.25857142857142656,3.8674033149171567,133.33333333333434,0.19797130562213272,0.2760937556688853,0.2969569584331991,1.5514725394617543,0,0,0
quick,two_to_one_merge,200,200.0,1.0,1,213.35000000000002,0.10816462656162679,0.1370085269780606,4,0,0,0.0,0.0,0.0,0.0,103.22857142857143,0.25807142857142656,3.874896208137312,133.33333333333434,0.19797130562213272,0.2760937556688853,0.2969569584331991,1.5514725394617543,0,0,0
quick,four_way_intersection,50,60.0,0.4,0,180.0,0.18803418803418803,0.3162393162393162,18,0,0,0.0,0.0,0.0,0.0,33.847457627118644,0.28206214689265485,3.545317976965455,42.85714285714295,2.4868995751603505e-15,1.9646506643767137e-14,3.4816594052244905e-15,1.4000000000000006,0,0,0
quick,four_way_intersection,50,60.0,0.4,1,180.0,0.19658119658119658,0.3162393162393162,16,0,0,0.0,0.0,0.0,0.0,33.33898305084746,0.27782485875706164,3.5993899339095132,42.85714285714295,2.4868995751603505e-15,1.964650664376714e-14,3.4816594052244905e-15,1.4000000000000006,0,0,0
quick,four_way_intersection,50,60.0,0.7,0,180.0,0.19658119658119658,0.3162393162393162,16,0,0,0.0,0.0,0.0,0.0,49.25423728813559,0.41045197740112915,2.4363386097728883,42.85714285714295,2.4868995751603505e-15,1.964650664376714e-14,3.4816594052244905e-15,1.4000000000000006,0,0,0
quick,four_way_intersection,50,60.0,0.7,1,180.0,0.21367521367521367,0.3162393162393162,15,0,0,0.0,0.0,0.0,0.0,49.271186440677965,0.41059322033898227,2.4355005159958765,42.85714285714295,2.4868995751603505e-15,1.9646506643767137e-14,3.4816594052244905e-15,1.4000000000000006,0,0,0
quick,four_way_intersection,50,60.0,1.0,0,180.0,0.19658119658119658,0.3162393162393162,17,0,0,0.0,0.0,0.0,0.0,50.0,0.41666666666666585,2.4000000000000044,42.85714285714295,2.4868995751603505e-15,1.964650664376714e-14,3.4816594052244905e-15,1.4000000000000006,0,0,0
quick,four_way_intersection,50,60.0,1.0,1,180.0,0.2222222222222222,0.3162393162393162,13,0,0,0.0,0.0,0.0,0.0,49.983050847457626,0.41652542372881274,2.400813835198377,42.85714285714295,2.4868995751603505e-15,1.964650664376714e-14,3.4816594052244905e-15,1.4000000000000006,0,0,0
quick,four_way_intersection,100,100.0,0.4,0,180.0,0.1623931623931624,0.29914529914529914,16,1,1,0.001910345140584537,0.001910345140584537,0.0,0.0,41.20338983050848,0.20601694915254207,4.85396955985192,71.42857142857154,4.973799150320701e-15,3.911746743516535e-14,6.963318810448981e-15,1.4000000000000012,0,0,0
quick,four_way_intersection,100,100.0,0.4,1,180.0,0.18803418803418803,0.29914529914529914,13,1,1,0.0005279039235277309,0.0005279039235277309,0.0,0.0,38.71186440677966,0.193559322033898,5.166374781085822,71.42857142857154,4.973799150320701e-15,3.911746743516535e-14,6.963318810448981e-15,1.4000000000000012,0,0,0
